Active ingredient name - English,Active ingredient name - French,Reevaluation status,CAS number
TRI-N-BUTYLTIN METHACRYLATE,METHACRYLATE DE TRI-N-BUTYL ETAIN (M),NO,2155-70-6
TRIADIMEFON,TRIADIMEFONE (M),NO,43121-43-3
TRIADIMENOL,TRIADIMENOL,NO,55219-65-3
TRIALLATE,TRIALLATE (N.M.),YES,2303-17-5
TRIASULFURON,TRIASULFURON,NO,82097-50-5
TRIBENURON-METHYL,TRIBÉNURON-MÉTHYLE (N.M.),YES,101200-48-0
TRIBUTYL TETRADECYL PHOSPHONIUM CHLORIDE,CHLORURE DE TRIBUTYL TÉTRADÉCYLE PHOSPHONIUM (N.M.),NO,81741-28-8
TRIBUTYLTIN OXIDE,OXYDE BIS(TRI-N-BUTYL ETAIN),NO,56-35-9
TRICHLORFON,TRICHLORFON,NO,52-68-6
TRICHLORO-S-TRIAZINETRIONE,TRICHLORO-S-TRIAZINETRIONE (N.M.),YES,87-90-1
TRICHODERMA AFROHARZIANUM STRAIN TH2RI99,TRICHODERMA AFROHARZIANUM SOUCHE TH2RI99,NO,
TRICHODERMA ASPERELLUM STRAIN ICC 012,TRICHODERMA ASPERELLUM SOUCHE ICC 012,NO,
TRICHODERMA ASPERELLUM STRAIN KD,TRICHODERMA ASPERELLUM SOUCHE KD,NO,
"TRICHODERMA ASPERELLUM, STRAIN T34","TRICHODERMA ASPERELLUM, SOUCHE T34",NO,
TRICHODERMA ATROVIRIDE STRAIN 77B,TRICHODERMA ATROVIRIDE SOUCHE 77B,NO,
TRICHODERMA GAMSII STRAIN ICC 080,TRICHODERMA GAMSII SOUCHE ICC 080,NO,
TRICHODERMA HARZIANUM RIFAI STRAIN KRL-AG2,SOUCHE KRL-AG2 DE TRICHODERMA HAZANIUM RIFAI,NO,
TRICHODERMA HARZIANUM RIFAI STRAIN T-22,TRICHODERMA HARZIANUM RIFAI SOUCHE T-22,NO,
TRICHODERMA HARZIANUM RIFAI STRAIN TH2,TRICHODERMA HARZIANUM RIFAI SOUCHE TH2,NO,
TRICHODERMA VIRENS STRAIN G-41,TRICHODERMA VIRENS SOUCHE G-41,NO,
TRICLOPYR TRIETHYLAMINE SALT,SEL TRIÉTHYLAMINE DU TRICLOPYR,NO,
"TRICLOPYR, PRESENT AS BUTOXYETHYL ESTER",TRICLOPYR (N.M.) (PRÉSENT SOUS FORME D'ESTER BUTOXYÉTHYLIQUE),YES,64700-56-7
TRIETHANOLAMINE SALTS OF FATTY ACIDS,SELS DE TRIÉTHANOLAMINE D'ACIDES GRAS (N.M.),NO,
TRIETHYLENE GLYCOL,TRIÉTHYLÈNEGLYCOL (N.M.),NO,112-27-6
TRIFLOXYSTROBIN,TRIFLOXYSTROBINE (N.M.),YES,141517-21-7
TRIFLUDIMOXAZIN,TRIFLUDIMOXAZINE (N.F.),NO,1258836-72-4
TRIFLUMEZOPYRIM,TRIFLUMEZOPYRIM (N.M.),NO,1263133-33-0
"TRIFLUMIZOLE
","TRIFLUMIZOLE
",NO,99387-89-0
TRIFLURALIN,TRIFLURALINE (N.F.),YES,1582-09-8
TRIFLUSULFURON-METHYL,TRIFLUSULFURON-MÉTHYL (N.M.),NO,126535-15-7
TRIFORINE,TRIFORINE (N.F.),NO,26644-46-2
TRIGLYCERIDE ETHOXYLATE 10 POE,ÉTHOXYLATE DE TRIGLYCÉRIDE 10 POE,NO,61791-23-9
TRIMETHYLAMINE,TRIMÉTHYLAMINE (N.F.),NO,75-50-3
TRIMETHYLNONYLPOLYETHOXYETHANOL,TRIMETHYLNONYLPOLYETHOXYETHANOL (M),NO,60828-78-6
TRINEXAPAC-ETHYL,TRINÉXAPAC-ÉTHYL (N.M.),NO,95266-40-3
TRITICONAZOLE,TRITICONAZOLE (N.M.),YES,131983-72-7
TYPHULA PHACORRHIZA (STRAIN 94671),TYPHULA PHACORRHIZA (SOUCHE 94671),NO,
ULOCLADIUM OUDEMANSII (U3 STRAIN),ULOCLADIUM OUDEMANSII (SOUCHE U3),NO,
ULTRAVIOLET A (WAVELENGTH 315 - 400 NM),ULTRAVIOLET A (LONGUEUR D'ONDE 315 - 400 NM),NO,
ULTRAVIOLET C (WAVELENGTH 100 - 280 NM),ULTRAVIOLET C (LONGUEUR D'ONDE 280 - 100 NM),NO,
ULTRAVIOLET LIGHT,RAYONNEMENT ULTRAVIOLET,NO,
UNDECYLENIC ACID,ACIDE UNDÉCYLÉNIQUE,NO,112-38-9
UNICONAZOLE-P,UNICONAZOLE-P (N.M.),YES,83657-22-1
UNSULPHONATABLE RESIDUE,RÉSIDUS NON SULFONABLES,NO,
UREA,URÉE,NO,57-13-6
VADESCANA DOUBLE STRANDED RNA,ARN DOUBLE BRIN VADESCANA,NO,
VEGETABLE OIL,HUILE VEGETALE (N.F.),NO,68956-68-3
VERBENONE,VERBÉNONE,NO,80-57-9
VERNOLATE,VERNOLATE (M),NO,1929-77-7
"VERTICILLIUM ALBO-ATRUM, ISOLATE WCS850","VERTICILLIUM ALBO-ATRUM, ISOLATE WCS850",YES,
VINCLOZOLIN,VINCLOZOLINE,NO,50471-44-8
VIOLET LIGHT (WAVELENGTH 380 - 450 NM),LUMIÈRE VIOLET (LONGUEUR D'ONDE 380 - 450 NM),NO,
VISIBLE LIGHT SPECTRUM (WAVELENGTH 380 - 750 NM),SPECTRE DE LUMIÈRE VISIBLE (LONGUEUR D'ONDE 380 - 750 NM),NO,
WARFARIN (PRESENT IN FREE FORM OR AS SODIUM SALT),WARFARINE (N.F.) (PRÉSENT SOUS FORME DE WARFARINE OU DE SEL DE SODIUM),YES,81-81-2
WATER SOLUBLE DYES,TEINTURES SOLUBLES DANS L'EAU (F),NO,
WHEAT GLUTEN,GLUTEN DE BLÉ,NO,8002-80-0
WILLAERTIA MAGNA C2C.MAKY,WILLAERTIA MAGNA C2C.MAKY,NO,
WINTERGREEN OIL,HUILE DE WINTERGREEN (N.F.),NO,68917-75-9
XYLENOLS,XYLENOLS (M),NO,1300-71-6
YELLOW MUSTARD SEED MEAL,REPAS DE GRAINE DE MOUTARDE JAUNE,NO,
Z-8-DODECEN-1-OL OR Z-8-DODECENOL,(Z)-8-DODÉCENOL,NO,40642-40-8
Z-8-DODECEN-1-YL ACETATE OR Z-8-DODECENYL ACETATE,ACÉTATE DE (8Z)-DODÉC-8-ÉN-1-YLE,NO,28079-04-1
ZETA-CYPERMETHRIN,ZÊTA-CYPERMÉTHRINE,NO,52315-07-8
ZINC,ZINC (N.M.),NO,7440-66-6
ZINC (PRESENT AS ZINC NAPHTHENATE),ZINC (N.M.) (PRÉSENT SOUS FORME DE NAPHTÉNATE DE ZINC),NO,12001-85-3
ZINC (PRESENT AS ZINC OXIDE),ZINC (N.M.) (PRÉSENT SOUS FORME D'OXYDE DE ZINC),NO,1314-13-2
ZINC 2-MERCAPTOBENZOTHIAZOLE,MERCAPTO-2 BENZOTHIAZOLE DE ZINC (M),NO,155-04-4
ZINC ACTIVATED POLY(ETHYLENE DITHIOCARBAMOYL DISULPHIDE),NON DISPONIBLE,NO,
ZINC BORATE,BORATE DE ZINC (N.M.),NO,12447-61-9
ZINC PHOSPHIDE,PHOSPHURE DE ZINC (N.M.),YES,1314-84-7
ZINEB,ZINEBE,NO,12122-67-7
ZIRAM,ZIRAME (N.M.),NO,137-30-4
ZOXAMIDE,ZOXAMIDE (N.M.),NO,156052-68-5
[[[1-METHYL-2-(5-METHYL-3-OXAZOLIDINYL)ETHOXY]METHOXY]METHOXY]METHANOL,[[[1-MÉTHYL-2-(5-MÉTHYLOXAZOLIDIN-3-YL)ÉTHOXY]MÉTHOXY]MÉTHOXY]MÉTHANOL,NO,97553-90-7
"",,NO,
